review,sentiment
i do love b- horror films i however am generally not a huge fan of `` so stupid it 's funny '' films i had to rate this so highly simply because death bed the bed that eats is so one of a kind and so original there are plenty of question marks plenty of plot holes and the wtf factor is cranked up to 11 but i was really not bored for a second i really could n't call it creepy at any point every minute i was saying to myself `` what the hell is this bed/film going to do next '' i watched this with a friend that is in no way a fan of horror or b- movies and even she was pretty into it the effects were actually very inventive and the colors and atmosphere were quite good it keeps a very consistent and even tone throughout most of the film albeit an incredibly ludicrous consistency and the acting was n't terrible i can see from the point that there are certain inconsistencies in the actions of the bed that make the suspension of belief damn near impossible but the film itself was such a unique and bizarre concept that that fact did n't really bother me seriously for me this film hit that realm of one i will not only never forget but i guarantee i will find myself thinking back on certain scenes in the future does anyone else know of any other films in the inanimate objects that eat people genre totally fantastic,1
travolta thurman the rock vaughn keitel and so on one should think that this star parade of great actors could really heat up this movie but no travolta takes on the role as chili palmer again but this time we have already seen the gangster who tries hes luck in the hard world of movie making its not funny anymore this is a typically problem in hollywood they think that if the first was good the second will be twice as good no the first was original the second cant be hey hollywood try to understand originality cant be duplicated you got to give us a new twist not just the same movie again made with a bigger budget i constantly found my selves hardly laughing when i was watching this movie but still it got a lot of cool actors like harvey keitel james woods vince vaughn and the rock and for that and that only 4/10,0
the melancholy of haruhi suzumiya is an anime that left quite the impression on me partially for the characters many of whom fall into anime fantasy/sci-fi stereotypes but placing these stereotypes in the rather mundane setting of high school is a twist that i appreciated then there 's the somewhat insane titular character who is something else a headstrong almost amoral girl with ridiculous amounts of talent and a secret that she 's not aware of the set-up for the series is a bit of a mind-trip essentially suzumiya unbeknown to herself is a sort of super-powerful being capable of god-like feats of creation and destruction as she can destroy and rebuild reality to her whim our narrator and primary character is kyon a high schooler whose sympathy/curiosity for haruhi appears to cause her to drag him against his will into a club she 's starting to spice up her life because she 's bored with the normal life searching for adventure she claims three more unusual members each with secrets and they all end up being dragged into her crazy schemes there is a bit of crazy but enjoyable philosophic consideration early on as we debate whether the world is merely haruhi 's creation as she gets bored of the old one and whether our characters exist to serve her or serve her to continue to exist or whether they could exist without her it 's a bit of a conundrum but an enjoyable one all the same while sci-fi/fantasy scenarios do occasionally occur in the series i think the joy of the series lies in how normal things are while there remains this tension in knowing that if things are too boring haruhi might destroy the world in hopes of making it more interesting the art is clean and in line with what i 've come to expect from the anime that typically gets imported to the us i like the character designs and while there is n't a whole lot of action in the series i think it sits better that way the series is narrated from the mind of kyon and he does n't play an omniscient narrator but only comments on what he knows and what he feels he 's has a lot going on in his head but he does n't actually speak a whole lot so it 's good that we get to hear it the voice acting in the english dub is acceptable enough but i prefer the japanese acting over it there are some stranger aspects to the series some of which both parodies and traffics in fanboy-ism which i found amusing for the first season i have to admit that there 's a lack of closure as the series does n't really have an larger story arc but seems to take things one at a time so it 's an easy series to pick up and put down although i think that because of its rather entertaining qualities it 's still quite hard to put down it 's also based on a series of light novels and the author was directly involved in the writing of the series even though it 's based on the novels i still wish that the over series had stronger story arcs but i love how naturally we get to watch these characters develop and how well the series can play out the quiet moments as well as the crazier ones seeing haruhi grow herself was quite a treat as well as watching the relationships develop between the sos brigade haruhi 's club it 's not for everyone due to its mind-twisting premise and `` extra-ordinary beings in a mundane world '' setting it probably wo n't sate fanboys who are into action/sci-fi/fantasy and might be a little too off-kilter for the more relationship-oriented drama lovers but for those willing to try out something a little different or that like strangely quirky series like this i think the melancholy of haruhi suzumiya is a rather refreshingly unique and enjoyable series more please 9/10,1
armored the best part about driving an armored vehicle is that if any bums approach you at a red light asking for money you can shoot them in the face and while the armoured guards in this thriller are n't using their protective power to purge the drifter population they are using their position to fleece their employer when newcomer ty columbus short lands a job with an armored trunk company he feels like he has found his lot in life unfortunately however when he discovers that his co- workers matt dillon jean reno and laurence fishburne are plotting to take the 42 m shipment for themselves ty must fortify himself  and the funds  inside the armored truck a tedious caper with a plodding plot and phoned-in performances armored is an utterly forgettable film besides if you really want to jack millions it 's a lot simpler to just disguise yourself as an atm red light,0
i completely disagree with the other comments i too saw this film at an early screening and found it quite enjoyable robin williams is in top form true the tone is familiar but it is williams of good morning vietnam smart funny on point after too many dark turns williams is finally back to what he does best the supporting actors give great performances especially laura linney and chris walken chris plays himself as usual but as the `` agent '' to the next president he was a delight each time on screen lewis black plays only himself basically but he is wonderfully well used here there is also a fun turn by jeff goldblum the movie is more than what the trailer suggests as well the movie is funny but it is not a pure comedy as suggested it has a bit of a thriller line which everyone should seriously consider especially if you pay attention to the newspaper,1
this is one you can watch over and over and laugh just as much each time we have been on a keaton fest around here after purchasing some of his films in this one buster is mistaken for an escaped murderer and there are lots of chase scenes and crazy scenes but also what is best about buster his creativity the opening scene is really funny and it just keeps going from there,1
this is one of four 1970s movies by tv writer lane slate about sensationalistic murders in small towns they feature likable tv personalities as police chiefs and quirky characters as town regulars including light-touch love interests the others are they only kill their masters james garner 1972 and the girl in the empty grave and deadly game both andy griffith 1977 alda 's is set near vermont `` mount angel '' next to `` horse creek '' the others in california garner 's at seaside `` eden landing '' and griffith 's in the mountains `` jasper lake '' all try to capture the feel of a small town to move at a relaxed pace among comfortable characters and to tell a mystery with at least some complicated twist or turn to it on that level they are somewhat entertaining that they were often re-run itself suggests they have some appeal but they suffer from overall thin stories and dialogue slack pacing bland settings flat or exaggerated characters and off-putting forced attempts often juvenile or crude at color or humor alda 's and garner 's are the most serious about story characters pacing and tone they have the best supporting casts though alda 's is put to better use the griffith casts pale in comparison alda 's has the best director `` shocking '' has some surprise and drama the killer 's method is inventive the tone is more even and the dialogue more natural than in griffith 's alda 's film does not suffer like the others from smug big-city transplants to the town or from hokey exaggerated local characters both of which come across as figments of a hollywood scriptwriter not as genuine the worst offender is the griffith movies pipsqueak mumbling moron `` whit '' who we are told tried to hook a jeep up to and make off with a trailer serving as a temporary bank branch dragged away the dock for the police boat stole tomatoes from a farmer 's truck only to get nothing for them and filled out 11 on the withdrawal slip of `` spiro t. babylis '' only to be discovered by the teller mercifully absent is the clunky heavy-handed repetitive-style dialogue from the griffith movies `` you going to lunch '' `` i 'm going to take out the boat '' `` you going to take the boat to lunch '' `` i 'm not going to lunch '' `` you 're not going to take the boat to lunch `` `` there are n't any fish in this lake why are you fishing here '' `` it 's illegal in horse mountain '' `` it 's posted here too you 're breaking the law '' `` some law there are n't any fish in this lake '' `` then why are you fishing here '' `` i told you it 's illegal in horse mountain `` `` please call me lloyd my name is lloyd '' `` okay lloyd ... '' `` call me lloyd that 's my name my name is lloyd '' but alda is too low-key and unimpressive to be taken seriously as even a small-time police chief certainly not a red-hot lawman in demand by a rival town slate has the character admit as much when he comes late to the scene of a by then obvious clue as a result of an accidental name recognition rather than detect or investigate barnes strikes out blindly in emotional denial his secretary lasser feeds him a key clue `` why did n't i think of that '' he says an embarrassing funeral scene plus a plot contrivance leads to another gift clue worse barnes is more interested in deriding the military-style helmets of the county police sent to help him deadly game also suggests slate has something against the military than leading them or his own men effectively he allows a late murder by incompetently guarding a known target barnes allows his car to be repeatedly rammed by the killer fleeing one crime scene without drawing his gun or trying to take control again he is ineffective and nearly killed in the climactic scene which results from multiple errors on his part that are only partially corrected by accident the erratic northeastern accent that alda affects does not help believability there are plot holes why would the killer strike after all these years and committing the first two murders without a trace seems implausible but they are nothing compared to later ones -- a couple together a shopkeeper in his store during business hours a fully clothed deputy seated in his office and unbelievably his dog alda 's movie also suffers from some offensive elements that slate injects into all the movies barnes first appears in a motel clerk 's bed he then treats her rudely at every turn and insults and tries to avoid her kids this and talk about the female doctor smack of a crude mean-spirited pattern garner 's film has been described as `` sleazy '' including a scene where he and a deputy laugh about how a girl in the back seat of a car that hit a bump in the road had part of her anatomy bitten off by a guy in the car with her griffith 's feature an ersatz ropers routine in which the woman embarrassingly tries to coax the man into `` the supply closet '' a gratuitous locker-room-type exchange with a deputy in discussing a young woman 's car accident death `` did you take her out '' `` i took her in once `` a reference to bank teller `` bernice '' as `` swollen-up in places '' and to `` sticking a pin in '' her and to `` hating '' and firing secretary `` maude '' because she was `` too hairy '' a description of the female doctor 's practice as `` two stirrup tables and a flashlight '' a humiliating scene in which fran ryan propositions griffith offering `` some home grown '' and an insulting subplot in which a woman pursued by a deputy played as a drippy buffoon seems to `` sleep around '' finally alda 's film has a grim bleached-out colorless lifeless look and feel only louise lasser adds spark at least the other films had some spirit scenery and pleasant music griffith 's got out onto the mountainside onto the lake and even out into the big city you feel more like re-watching masters or empty grave than shocking,0
this is the worst work ever of daniel day lewis ..... i can not believe that in the same year he made this awful movie and my left foot ..... please stay away from this movie .... this is a movie only for argentine people as a curiosity ... the plot is impossible to understand ...... the writer thinks that in argentine all the people speaks in english ... of course the patagonia bring a very good frame for the photo shooting of the film but that is not enough reason to see this movie .... i repeat only if you are very fan of daniel day lewis or if you want to see the south of argentine part of the patagonia and you do not have enough money to travel yourself .......,0
`` when a killer calls '' is an unusually nasty slasher flick with some very unpleasant and unsettling sequences the decision was clearly made to try and cash in on the remake of `` when a stranger calls '' by pretty much putting in -- almost word for word -- the phone call sequences from that movie they seem very forced additionally the filmmaker commits the cardinal but all too common sin of having the heroine 's friends being repulsive jerks so for the beginning of the film we really like and are rooting for the babysitter a nice believable job by rebekah kochan but then she 's joined by standard slasher-flick teenage friends and the mood is ruined the flick sort of works but it probably a lot more unpleasant than you 'll be expected so be fore-warned,0
before i talk about the ending of this film i will talk about the plot some dude named gerald breaks his engagement to kitty and runs off to craven castle in scotland after several months kitty and her aunt venture off to scottland arriving at craven castle kitty finds that gerald has aged and he has grown meaner gerald has certain rules for the castle the rules have been the same for 200 years gerald does not want them to stay but kitty insist on staying by making excuses one night her aunt catches a glimpse of the monster running across the hall it scares her so much that she faints and another excuse they must stay longer kitty becomes more worried about gerald after she tries to go in the maze but gerald catches her and is even meaner to her kitty then sends for reinforcements she calls their doctor who is actually their friend and his wide then to make things not look suspicious they invite a couple other friends who do n't really do anything blah blah blah kitty and her aunt end up in the maze where the most suspense of the story is they somehow get separated and they try to find each other but the aunt stumbles upon the creature ... here it is the moment we 've all been waiting for what is the creature lurking in the shadows ... it is a giant frog omg what is better than that after seeing the aunt the frog literally goes crazy and runs oops i mean hops up the stairs to the top of the castle the frog then leaps out an open window we then go on a shot from the ground and see the frog gall towards us oh yeah this movie was in 3-d but you want to know what is funny is the frog that falls out the window is actually a toy because it is 1/10 the size of the frog before it takes the leap it is then revealed that this was all evolutions fault blah blah and kitty and gerald get married then the last shot of this masterpiece is of the grave of the frog in the maze the only place where he was ever really happy,1
after seeing this piece of crap you will know why the limeys drive on the left side of the street ... this movie is an absolute no-brainer the jokes if this is the right word for it ... are mostly sub-standard about 98 and do miss any punch-line at all save the money and get drunk you might enjoy this movie being totally wasted perhaps,0
feeling minnesota is one of the worst films i have ever seen it is also one of the most disgusting films ever made it has to do with a woman who is forced to marry a disgusting mob man at the wedding she meets his brother jjaks they have sex in the house after they eat the cake than decide to run away together the other brother of course comes after him guns blazing and he kills his wife jjaks wakes up to find her corpse in the bathtub and buries her he than seems to become friends with jjaks and they try to get money together because someone is blackmailing them because he saw them and the body this loops about and several characters dies or come back to life but it never comes together with anything that could be called a good plot the performances are horrible by pretty much everybody cameron diaz keanu reeves and dan akroyed the direction dialogue and visual effects are just horrible a disgusting and horrible movie,0
i rented this movie because it supposedly takes place in a jazz club -- you know those hip cool places you might stumble upon late on a saturday night well there 's not one ounce of `` cool '' in this ridiculous movie the score is goofy the original songs are awful both lead actors singing is continually off-key to be kind and unprofessional at best the plot is no more complex than `` boy meets girl '' the acting is laughable and the only decent cinematic moments are the stock footage scenes the jazz club scenes feature sophomoric dialog smothered by overly-busy organ music this joey de francesco should keep his day job unless his day job is helping with movie scores is it possible to not only get my four dollars back but have my therapy sessions paid for as well this movie interestingly enough is so bad you might want to watch it sort of like driving by a bad accident -- you just have to look at least once just get the ear plugs ready,0
centres on czech ww2 pilots  the older frantisek the boyish impulsive karel and in the background the quiet piano-playing honza as the film opens it is 1950 the war is over and frantisek and honza are imprisoned in a former monastery in their now soviet-controlled native country they are 'enemy of the people honza is severely maltreated by his communist countrymen and dies in 1939 many pilots manage to escape german-occupied europe and make their way to england where they join the raf notwithstanding their high motivation and experience they face raf reluctance and british stiff upper lip finally they fight gallantly in the battle of britain however frantisek and karel find their friendship severely tested when they both fall for the same woman in terms of romantic sub-plot this is very similar to the hollywood production pearl harbour however given the context of the film and frantisek 's eventual fate it is also possible to read the english woman 's treatment of the two men as symbolic of british treatment of the czech and polish raf pilots conveniently forgetting them once the war is over in addition the film is a lot less cliché than pearl harbour and the characters are more fully realised dark blue world also scores in terms of its stunning aerial dogfights which were seamlessly created using a mixture of models actual live-action aerial filming and out-takes from the 1969 epic the battle of britain in short dark blue world is a well-made moving thought-provoking and exciting drama that puts the likes of pearl harbour to shame highly recommended,1
so as far as i gather this episode is trying to make a statement about how real-life villains are very bad people and this is just as scary as the paranormal the `` paranormal '' imagery associated with the villain donnie is purely symbolic he 's actually just a normal human being the problem is that i just do n't buy it donnie is simply not scarier than the paranormal he 's not even that scary at all as a guy who seems confused and weird rather than malicious likes dead girls and hair and has only newly become a murderer he 's significantly less disturbing than most well-known real-life serial killers eg he 's like a very watered-down version of ed gein which is why scully 's horror at seeing nothing but bodies with hair and nails cut off something not too different from a normal personal hygiene routine before anybody has even been killed or hurt at all is completely out of character she sees things a hundred times worse in almost every other episode and hardly flinches so as comic book guy says ... `` worst episode ever '',0
i have seen this movie but not in a single sitting what happens it that it is playing on the tv i watch for a few minutes find that i have take all that i can take and then leave the room during those few minutes i do not laugh once experience no pleasure in what i am viewing and find myself more depressed that angry interestingly i am told the psychological states are incompatible that is one can not be angry and depressed at the same time this movie tests that theory i think part of the problem is that i spent nearly ten years in chicago so as i am watching the scenes i am thinking of my own experiences in that rotten town and thus i am clearly bringing a lot of my baggage to the piece it is entirely possible i am willing to concede that if you are not a chicago denizen you will find the piece amusing if so i envy you and yet john hughes set his films in chicago and those movies worked for me i think the difference is that hughes was a first rate writer i think it obvious he knew how to comically balance his situations as well as make his characters both sympathetic and believable in a comedy as distinguished from a farce this balance vital and it is not easy to achieve if it was everyone would be making great movies and we would not have to fret as we do in the real world wondering when genius will ever appear in `` adventures in babysitting '' it does n't i hated those characters there is a difference profound and real between sympathetic and simply pathetic for me every scene in this movie is a clunker there is no humor no humanity no people one can recognize just actors reading their lines as if it all they can do to restrain themselves from screaming them out certain that finally hilarity will ensue this time for sure it 's like watching the antics of very bad comedians it 's embarrassing and after a while usually at the point when i get up and leave i start to feel pity for all concerned which is a kind of emotional connection i suppose elizabeth shue is terrible she does n't act certainly not act comically and it 's entirely possible she ca n't but lord how she tries she looks older than 17 and acts way younger like a seven-year old straining in a school play certain that this is how one gets an award and she is not alone it is as if everyone can not relax and let the tale flow as if everyone simply has no idea what they are doing now this was an early effort for chris columbus and he clearly would improve and having better writers e.g john hughes himself certainly helped so perhaps some forgiveness is in order but the film just reeks of desperation yet like i said it may work for some if any of the above appeals to you and it clearly did some of the reviewers then go get the dvd and knock yourself out otherwise avoid this mess like you would a dark chicago alley where as you hurry by you can only see shadows and hear muttered threats,0
i 'm bout it 1997 developed published by no limit films pros absolutely none cons i do n't even know where to begin plot summary master p plays a drug dealer that looks talks and acts more like a live-action cartoon character that 's all the plot i got out of this movie review i remember back when i was in the ninth grade during its release and everyone in my class praised this clown called master p. this movie is so bad it 's not even funny all the characters in this film are extremely tired stereotypes the audio is only audible when music plays and the movie looks like it was videotaped off a public access channel luckily i did n't buy this film like all my other inner-city degenerate classmates my rating:1 out of 10 my verdict avoid this video like its a sexually-transmitted disease,0
when i bought this film i expected to get a fun 1970 's exploitation film instead i got this bore fest by amateur auteur andy milligan ah andy milligan with his tight editing breakneck pacing and wonderfully well known actors you 'd almost think you 're watching ... one of his home movies seriously i could n't even stay awake the first time i tried to watch it the scenes of boring people dragged on an on and whenever someone got killed the film would slow down sometimes it would speed up too making the characters voices sound like chipmunks which was probably the best thing about this film the script actually seemed a bit better than the film and seems more well suited to be in a soap opera than in a grainy 70 's sleeping pill where the actors constantly stumble over it 's lines the cover said `` their prime cuts were curiously erotic ... but thoroughly brutal '' trust me there is nothing `` erotic '' about this film oh we do get to see characters that resemble extra lumpy cottage cheese making out but that 's about it and as far as `` brutal '' well the viewer is brutalized the most with this here film and another thing ...,0
this very low-budget film is fun if you 're a john krasinski fan but is otherwise disappointing at least it was short so i did n't feel like i had wasted too much of my time john 's scenes are funny enough but the attempted 'deep scenes with lacey chabert are pretty nauseating it starts off seeming like it could be a funny movie but some of the characters are just so outlandish while the others are far too serious that it just falls flat do n't get me started on the ending it was totally implausible and did n't even fit with the rest of the movie i will say that i was n't bored though which is why i rated it above a three fans of john krasinski will enjoy seeing him with a bandanna and stockings around his head and eating cheez-its oh and make sure to check out john 's deleted scenes they 're better than some that were actually included in the movie,0
it was probably watching this tv movie that got me interested in the debate as to whether `` anna '' was really tsar nicholas 's daughter anastasia since seeing it i have made a point of watching various documentaries and also bought a book despite the evidence that has been discovered since the film was released i sometimes still think she was such is the power of amy irving 's acting in this 2-parter which is somewhat liberal with the historical facts but packed to the brim with tear-jerking drama and irving 's totally convincing performance i was not consciously aware of irving before this though i must have seen her without realizing it in `` carrie '' another favourite film in `` anasasia '' i never felt for one moment that `` it 's only a film '' for me this woman was anastasia and when part one ended with her in the railway carriage meeting members of the royal family i knew that come hell or high water i had to see the second part i just wanted to see how she would prove that she was who she claimed to be and as the story progressed i felt an intense hatred of rex harrison 's character though i greatly admire him as an actor when i saw the movie listed again in the tv guide i convinced my mother that we should watch it and afterward she thanked me for doing so being almost as keen as i had been to watch part 2. then i bought the video and can totally recommend it `` anastasia '' is one of those rare tv movies that you simply must watch for the sheer enjoyment of watching the finest acting i have ever seen on tv and it does n't really matter whether you believe the legend or not,1
i love movies in this genre beautiful girls toilet humor gratuitous nudity so why did n't i like this movie no movie like this should add even the slightest confusion to the plot who 's who where is the money it 's not se7en just make me laugh maybe it 's me but i never felt this frustrated watching american pie movies or any other more modern national lampoon 's movies this movie has no flow that keeps me smiling waiting for what 's next instead i find myself stopping to think `` why did they keep that scene '' i do not recommend this movie if you are expecting van wilder think again the only fun i had watching this movie was guessing what movies the actors were in when they were kids 2/10 generously,0
i agree with so many of the other reviewers here this was a great film and an even better novel by robert fish unfortunately i believe the author died before he could see this film made the performances are all top rate with the three principles john glover ben cross and veronica hamel seemingly made for their roles the exteriors both in europe and israel seem very authentic and the 4-hour miniseries length was just right for the telling of this story fortunately i did tape this when it was on television and have enjoyed watching it ever since i can say unhesitatingly that it holds up even to this day i gave it a rating of 10. if you have n't read the book you should really find a copy this would be an outstanding film to release on dvd with extras that could easily include interviews from the cast,1
this is my first `` awful '' rating ever on imdb and i could n't think of a more deserving film to honor it with i hoped for entertaining trash and found trash of the saddest dullest kind i found a film which no one can possibly have cared a bit about including its creator `` hell ride '' directed written by and starring larry `` friend of qt '' bishop has a simple plot about a hidden treasure and a trio of keys two bands of bikers and a gruesome murder in 1976 which has yet to be avenged larry seems fiercely determined not to tell this story focusing instead of putting his swaying strangely grimacing main character into situations where he can fondle women who pretend to like it he also has a dialog containing enough horrible fire puns/metaphors to put one off the word `` fire '' for life dennis hopper escapes complete humiliation others are not so lucky sometimes they hit the road on their bikes making one feel even more sorry for michael madsen since his high handles seems to add insult to the injury of having to appear in this film there is plenty of silicon-enhanced nudity but fairly little action and no humor whatsoever making one wonder just what kind of an audience they had in mind my guess is that most people who watch this film including fans of trashy 60s biker movies will feel cheated do yourself a favor and revisit the real stuff instead,0
by dane youssef i was kind of looking forward to this one i enjoy eddie murphy and i love it when a star hand-makes a vehicle for themselves or when someone who writes decides to mark their own directorial debut but when the star 's head gets too big for the rest of his body there 's always a danger of a big-budgeted hollywood vanity production will the filmmaker keep it real or will he just waste amounts of money the studio 's ours and time the studio 's ours his own patting himself on the back for an hour in a half sadly it 's the latter here another thing i really like is when someone breathes new and fresh life into an exhausted and dried-out genre none of that here the warring nightclub movies have become so worn-through that even the parodies of it are dreary and done to death murphy does neither he does the most clichéd he plugs into a routine conventional formula gangster picture and plays it as seriously as if it were `` the godfather '' it 's like a script where the next draft they put in the jokes and the new ideas but it seems like someone with clout just looked at it and went `` no this is fine '' probably murphy he is credited all over this in the opening shot of beautiful white satin sheets his name headlines across the credits about five times the plot a young orphan saves pryor 's life and pryor adopts the little ragamuffin 20 years later pryor 's dump has become a first-class hot spot they 're pulling down big money and a gangster wants their action he 's even got a dirty cop in his employ but pryor comes up with a scheme a la `` the sting '' murphy 's screenplay plays like an unfinished first-draft that nobody had the pair to call him on the actors are n't really allowed to stand-out much if at all even the almighty murphy seems to be on auto-pilot pryor shows class and gentlemanly manners as sugar ray perhaps it would have been better to name his character brown sugar rayfurther evidence that this one needed a polish but everyone here is basically just on vacation the oscar-nomination the movie received is richly deserved joe i. tompkins best costume design but the production values are the only part that makes the '30 's feel authentic some sets look somewhat fake but this is supposed to be a comedy of sorts it 's rare one movie gets nominated for both a razzie and an oscar unless it 's one of lucas new `` star wars '' chapters it 's 1938 and everyone is talking like it 's 1988 particularly the comedians this is a prehistoric white man 's formula and with all these black comedians and satirists you expect them to skewer the genre or at least bring new life to it nope murphy is pretty much just coasting here the great roger ebert summed it up perfectly when he remarked in his review `` murphy approaches his story more as a costume party in which everybody gets to look great while fumbling through a plot that has not been fresh since at least 1938 '' jasmine guy is perfectly cast and seems to be indulging herself in her role and michael lerner has all the looks evil and mannerisms of the prototypical mob boss down pat and there are moments where pryor gives you an idea of what a more interesting leader and authority figure would sound like he gives every scene he 's in a feeling of dignity would it have been too much to ask that della resse sing or at least quit embarrassing herself with all her `` kiss my ass talk '' and the late redd foxx does n't get to leave much of a swan song here he has some back-and-forth with resse which could have been some great stuff nope murphy wastes another opportunity again here murphy 's quick is charismatic and likable but those moments are few and far between for sure murphy has never looked better and never been duller his character made me laugh twice throughout the whole movie stan shaw 's boxer with a horrible speech impediment is n't just painful and embarrassing it 's annoying there 's more to comedy than simply showing something unpleasant you have to incorporate some kind of light touch and funny situation watching him strain even the some of the easiest words just makes us feel sorry for him and annoyed with murphy can murphy write a screenplay well there was `` raw '' but that was really stand-up material he wrote the outline for `` boomerang '' and `` coming to america '' for sure but her did n't have the last word there maybe a team of er-like script doctors could 've revived this one murphy 's direction is so slow and quiet you 'd swear he was asleep at the wheel some of the time he has too many static shots and does n't seem to know how to build and release suspense on some level i think quick is the real eddie murphy angry young hot-headed and ambitious but occasionally charming now if he were only funny sometime there 's a scene in which murphy has a femme fa-tale in bed who plans to make love with him and kill him you can probably guess how it turns out like everything else in the movie this could have been better but `` surprisingly '' murphy has not directed another movie since he got a razzie nomination and he no longer writes the finished draft for his films either he won the razzie for writing this it 's great to look at and the music is beautiful and there are a few really nice scenes but that just falls under the category of `` gems among all the junk '' not enough of them couldv e been shouldv e been was n't oh well by dane youssef,0
if regarded as an independent feature i ca n't say it 's too bad at all but from where i 'm standing this sequel and the original `` lady and the tramp '' do n't agree with each other they are two completely different movies with different style different voice personalities different narratives and about the only thing that they share with each other is the visuals e.g the town-house of jim dear darling lady and tramp and none of those have changed if you 're seeking any kind of continuity years after the release of the original for those memorable songs like `` bella notte '' and `` the siamesse cats song '' this sequel wo n't give you any at all just about every song has a little pop to it and those good old characters like jock and trusty jim dear and darling and aunt sarah and her cats may well be seen but they 're seeming to be somehow replaced by new characters not to mention peg not appearing at all whose voices are quite annoying even lady and tramp do n't appear often enough and as for scamp he is so spoilt and treats his father tramp with utter disrespect then runs away with no remorse even after hearing how much he 's being missed at home and they called his shameless getaway an adventure i 'd say scott wolf truly brought out the abusive bad boy in scamp wiping out the typical cute disney animal even the old characters just drive you mad in this trusty sounds like goofy sick in bed jock jeff-stupid-bennett and his voice sound neither scottish nor worth hearing zap him off as far as possible to free our poor ears from his voice and as for the dumb feather-brained exasperating junkyard dogs somebody put them down `` lady and the tramp 2 '' is n't completely bad if you 're not already having a tough day but i expect a lot more charm from a sequel to a true classic scamp is chavvy so is his girlfriend angel and there is a feeble storyline still i think you should try it at least once because as i say there are much worse movies around,0
good not great little horror film with a high `` creep '' factor not to be confused with a 1991 movie by the same name or the more recent 2001 campfire stories central tale of stranded teens telling ghost stories around a campfire in spooky woods nicely leads into and ties together the different stories that make up the bulk of the movie watch for ron livingston office space band of brothers and jennifer macdonald in a spirited sexy segment `` the honeymoon '' solid acting and a few truly `` scary '' moments make this an above-average chiller good example of interesting story line coupled with quality ensemble acting resulting in a whole greater than the sum of its parts `` surprise '' ending of the main story adds nice creepy twist although some may see it coming movie is not available on dvd but can be found on vhs,1
crackerjack is a funny movie everyone at the bowlo has seen it and all say the same the wheel of cheese was a great part of the movie also the loud speaker `` dear mr so and so you have left you right indicator on '' or when jack goes home and lays down on the couch and cracks a beer `` bowls is hard work '' cracked me up and when his roommate shows interest by joining the club and calling bingo number jack buying all the raffle tickets to win the meat tray bloody great movie if you are into lawn bowls as you can relate to it if your not a lawn bowler forget it i think the evans head bowlo would rate as the best club in aus friendly people great company.hi to evans head bowlo steve,1
once again seeing this kind of movies turns me more and more into english humor not too often seen on screen since the days of monty python and man about the house too bad brenda blethyn who i first saw in saving grace early in the year another must see by the way just excels as alfred molina does the rest of the cast while virtually unknown to me turns on great performances too the film starts slowly and gradually gains in pace and amusement midway i had tears in my eyes from laughing all in all a funny english movie a thousand times better than the supposedly 'funny garbage that comes from hollywood,1
eisenstein 's first sound film retells the battle of the ice of 1242 when the russians under alexander nevsky defeated the livonian knights eager to bring russia under roman catholicism made in 1938 nevsky can be seen as a piece of propaganda the germanic knights with their sinister and somewhat goofy helmets are obvious stand-ins for the nazis the butchery by the knights when they enter a russian town seems a prophetic warning of the massacres of world war ii the film ends with a warning those who came to russia with the sword will die by the sword made in delicate black and white somewhat reminiscent of a daguerreotype it also marked eisenstein 's return to official favor by the late 1920s stalin wanted soviet filmmakers to stop experimentation and made movies that would be more populist and palatable to the russian public that stopped eisenstein 's career in russia for a decade and in nevsky he came back with his more accessible film nevsky 's strong point is in its second half which features the battle itself and it is justly seen as a milestone in movie history never before and probably never after a battle would be so vivid in the screen another strong point is prokofiev 's beautiful haunting soundtrack using a composer to score a movie was completely unusual at the time one of its weaker points the comic relief in the form of two simpleton russian warriors trying to woo a beautiful russian peasant is really jarring,1
this was one of the dullest movies i have seen in some time i 'm in my late 40s and watched it with my son-in-law early 20s and son 17 the scenery was beautiful but the story was a bust we watched about an hour of it and turned it off i spent more time on my iphone during the hour that we watched it than i spent actually watching the movie i gave it a 3 because i enjoyed the scenery and cinematography otherwise i would have given it a 1. i 'm sure there are people who are really into the `` art '' of it all who will find my review appalling but we 're all entitled to our own opinions right i could n't figure out if this was supposed to be a `` chick flick '' where the focus was on the mother or if it was supposed to be a movie for guys with the focus on battle and adventure in my opinion it did n't succeed in either,0
i only wish there was a grade lower than f to give it i scored it a 1 in the vote tally.i am grading this not even as a regular film but as a t a film and this is the worst lamest crappiest and most awful movie i 've seen.the acting story and music are all terrible not to mention there is n't even any nudity for the t a connisuer.it 's about a male cheerleader and the viewer is made to sit through many painful scenes of him doing cheers.avoid this piece of trash at all cost this is the worst of bad 80 's teen cinema,0
